 twitter_handle,Source,Type,Domain,Rating,Score,Country,Language,target_user_id,followers
jonrappoport,https://www.twitter.com/jonrappoport,TWITTER,nomorefakenews.com,N,17.5,US,en,123975474,81491.0
NowTheEndBegins,https://twitter.com/nowtheendbegins,TWITTER,nowtheendbegins.com,N,10.0,US,en,144367359,40858.0
ntdtv_english,https://twitter.com/ntdtv_english,TWITTER,ntdnews.com,N,44.5,US,en,846315486,528.0
NVICLoeDown,https://twitter.com/NVICLoeDown,TWITTER,nvic.org,N,12.5,US,en,80857088,22628.0
OANN,https://www.twitter.com/oann,TWITTER,oann.com,N,25.0,US,en,1209936918,2085799.0
OneGreenPlanet,https://twitter.com/OneGreenPlanet,TWITTER,onegreenplanet.org,N,40.0,US,en,134555743,81508.0
OopstopC,https://twitter.com/oopstopc,TWITTER,oopstop.com,N,7.5,US,en,1046311936944558082,5.0
OrganicConsumer,https://twitter.com/OrganicConsumer,TWITTER,organicconsumers.org,N,20.0,US,en,19982260,299035.0
ReviewOrie45124,https://twitter.com/ReviewOrie45124,TWITTER,orientalreview.org,N,12.5,US,en,1640687231013625859,27.0
demcommies,https://twitter.com/demcommies,TWITTER,pacificpundit.com,N,0.0,US,en,1589443233444089856,6587.0
PalmerReport,https://twitter.com/PalmerReport,TWITTER,palmerreport.com,N,44.5,US,en,15115280,527937.0
PanData19,https://twitter.com/PanData19/,TWITTER,pandata.org,N,40.0,US,en,1256921941933535232,53133.0
OnlinePatriots,https://twitter.com/OnlinePatriots,TWITTER,patriotjournal.org,N,54.5,US,en,4675561130,8393.0
PatriotPost,https://www.twitter.com/PatriotPost,TWITTER,patriotpost.us,N,20.0,US,en,25533583,9177.0
patriotproj,https://twitter.com/patriotproj,TWITTER,patriotproject.com,N,44.5,US,en,1285653600329510914,581.0
ThePatsGazette,https://twitter.com/thepatsgazette,TWITTER,patriotsgazette.com,N,52.0,US,en,1335753957998796801,14005.0
DrCraigRoberts,https://twitter.com/drcraigroberts,TWITTER,paulcraigroberts.org,N,12.5,US,en,1269362727216168964,4127.0
peta,https://www.twitter.com/peta,TWITTER,peta.org,N,57.0,US,en,9890492,1070713.0
picphysicians,https://twitter.com/picphysicians,TWITTER,physiciansforinformedconsent.org,N,39.5,US,en,800983787945357312,109986.0
PJMedia_com,https://www.twitter.com/PJMedia_com,TWITTER,pjmedia.com,N,27.5,US,en,7597712,64563.0
Plandemic3Movie,https://x.com/Plandemic3Movie?s=20,TWITTER,plandemicseries.com,N,35.0,US,en,1520130560231981057,188229.0
PlanetTodayNews,https://x.com/PlanetTodayNews?s=20,TWITTER,planet-today.com,N,12.5,US,en,967729215721402368,281.0
PoliTribune,https://twitter.com/PoliTribune/,TWITTER,polinews.org,N,49.5,US,en,1182375584229249024,5881.0
PoliticalDig,https://twitter.com/PoliticalDig,TWITTER,politicaldig.com,N,39.5,US,en,893872174867656706,408.0
PressPopulist,https://x.com/PressPopulist?s=20,TWITTER,politicalsignal.com,N,0.0,US,en,1328486920477831169,993.0
jubals,https://twitter.com/jubals,TWITTER,powderedwigsociety.com,N,0.0,US,en,14866985,404.0
powerlineUS,https://www.twitter.com/powerlineUS,TWITTER,powerlineblog.com,N,57.0,US,en,256386408,8887.0
prageru,https://twitter.com/prageru,TWITTER,prageru.com,N,57.0,US,en,41160276,985405.0
shitexpress,https://x.com/shitexpress?s=20,TWITTER,prankmania.com,N,20.0,US,en,2891241164,1093.0
Prntly,https://x.com/Prntly?s=20,TWITTER,prntly.com,N,12.5,US,en,3326947147,438.0
Project_Veritas,https://twitter.com/Project_Veritas,TWITTER,projectveritas.com,N,44.5,US,en,850036892,1158707.0
Providr,https://www.twitter.com/providr,TWITTER,providr.com,N,59.5,US,en,878301356532146176,199.0
FirstQAnon,https://x.com/FirstQAnon?s=20,TWITTER,qanon.pub,N,17.5,US,en,1639485735932764161,2677.0
QNationUS,https://x.com/QNationUS?s=20,TWITTER,qnation.us,N,20.0,US,en,1042447153170309120,19.0
RadioPatriot,https://twitter.com/RadioPatriot,TWITTER,radiopatriot.net,N,30.0,US,en,15759387,3808.0
RagingAmericans,https://twitter.com/ragingamericans,TWITTER,ragingamericans.com,N,32.0,US,en,1400867111703089154,2482.0
Rational_Ground,https://twitter.com/rational_ground,TWITTER,rationalground.com,N,30.0,US,en,1293905531065647116,15544.0
russiabeyond,https://x.com/russiabeyond?s=20,TWITTER,rbth.com,N,54.5,US,en,106393496,32710.0
REALfarmacy,https://twitter.com/realfarmacy,TWITTER,realfarmacy.com,N,12.5,US,en,1491820220,2482.0
RealRawNews1,https://x.com/RealRawNews1?s=20,TWITTER,realrawnews.com,N,7.5,US,en,1346092383658774529,44065.0
RedBlueDivide,https://twitter.com/RedBlueDivide,TWITTER,redbluedivide.com,N,32.0,US,en,836643708313403393,50.0
redvoicenews,https://twitter.com/redvoicenews,TWITTER,redvoicemedia.com,N,32.5,US,en,1519009150042206208,48176.0
remnantnews,https://twitter.com/remnantnews,TWITTER,remnantnewspaper.com,N,17.5,US,en,845728536,39419.0
republic,https://twitter.com/republic,TWITTER,republicworld.com,N,39.5,US,en,811972460560019456,2851612.0
respect_stories,https://x.com/respect_stories?s=20,TWITTER,respectidaho.com,N,52.0,US,en,1582939922259812352,9.0
RespectNH,https://twitter.com/RespectNH,TWITTER,respectnh.com,N,52.0,US,en,1265323694173413378,29.0
R_republic_411,https://twitter.com/R_republic_411,TWITTER,restoredrepublic.co,N,7.5,US,en,3244343936,3864.0
RevolverNewsUSA,https://twitter.com/RevolverNewsUSA,TWITTER,revolver.news,N,7.5,US,en,1517655068232802306,49537.0
rianru,https://twitter.com/rianru,TWITTER,ria.ru,N,12.5,US,en,34200559,2633495.0
TheRightNewsNow,https://x.com/TheRightNewsNow?s=20,TWITTER,rightnewsnow.org,N,44.5,US,en,977235875703803904,2132.0
rightwingalert,https://twitter.com/rightwingalert,TWITTER,rightwingtribune.com,N,40.0,US,en,1440473945459740676,29.0
RonPaulInstitut,https://twitter.com/RonPaulInstitut,TWITTER,ronpaulinstitute.org,N,30.0,US,en,1043097751,79384.0
RPLibertyReport,https://x.com/RPLibertyReport?s=20,TWITTER,ronpaullibertyreport.com,N,35.0,US,en,923598564206530560,3228.0
RSBNetwork,https://twitter.com/rsbnetwork,TWITTER,rsbnetwork.com,N,10.0,US,en,4041824789,964816.0
RT_com,https://twitter.com/rt_com,TWITTER,rt.com,N,20.0,US,en,64643056,3180498.0
Russia_Main,https://twitter.com/Russia_Main,TWITTER,ru-main.ru,N,12.5,US,en,1359114643655036931,12.0
Ruptly,https://twitter.com/Ruptly,TWITTER,ruptly.tv,N,12.5,US,en,934399189,112065.0
rushlimbaugh,https://twitter.com/rushlimbaugh,TWITTER,rushlimbaugh.com,N,12.5,US,en,1463323379537117187,40.0
RussiaInsider,https://twitter.com/russiainsider,TWITTER,russia-insider.com,N,12.5,US,en,2739596257,31238.0
Russia_Truth,https://twitter.com/Russia_Truth,TWITTER,russiatruth.co,N,7.5,US,en,2876905581,3892.0
WatchSalemNews,https://twitter.com/WatchSalemNews,TWITTER,salemnewschannel.com,N,15.0,US,en,1445790373381480455,4580.0
SANAEnOfficial,https://twitter.com/SANAEnOfficial,TWITTER,sana.sy,N,7.5,US,en,772767795788546048,8720.0
210observer,https://twitter.com/210observer,TWITTER,saobserver.com,N,39.5,US,en,791141046054944769,332.0
SaraCarterDC,https://twitter.com/SaraCarterDC,TWITTER,saraacarter.com,N,32.0,US,en,25202268,1542794.0
Saudi_Gazette,https://twitter.com/Saudi_Gazette,TWITTER,saudigazette.com.sa,N,44.5,US,en,567289542,521726.0
SebGorka,https://twitter.com/SebGorka,TWITTER,sebgorka.com,N,32.5,US,en,2417586104,1493428.0
2ADaily,https://twitter.com/2ADaily,TWITTER,secondamendmentdaily.com,N,12.5,US,en,928095381203881985,135.0
SGTreport,https://twitter.com/sgtreport?lang=en,TWITTER,sgtreport.com,N,0.0,US,en,454232867,126935.0
SharylAttkisson,https://twitter.com/SharylAttkisson,TWITTER,sharylattkisson.com,N,44.5,US,en,203226736,477541.0
Slay_News_,https://twitter.com/Slay_News_,TWITTER,slaynews.com,N,22.0,US,en,2511407130,10952.0
SMObserved,https://twitter.com/smobserved,TWITTER,smobserved.com,N,37.0,US,en,91726226,1702.0
SoShareThis,https://twitter.com/SoShareThis,TWITTER,sosharethis.com,N,49.5,US,en,867759412198477829,16.0
SOTTnet,https://twitter.com/SOTTnet,TWITTER,sott.net,N,17.5,US,en,20930176,8969.0
SputnikInt,https://twitter.com/SputnikInt,TWITTER,sputniknews.com,N,27.5,US,en,34262462,374567.0
srbininfo,https://x.com/srbininfo?s=20,TWITTER,srbin.info,N,12.5,US,en,598623415,15238.0
standforhealth1,https://x.com/standforhealth1?s=20,TWITTER,standforhealthfreedom.com,N,20.0,US,en,1158740854787465217,4430.0
standup_fl,https://twitter.com/standup_fl,TWITTER,standupflorida.org,N,39.5,US,en,1311016569967796224,5.0
SteveRotter,https://x.com/SteveRotter?s=20,TWITTER,steverotter.com,N,7.5,US,en,131294264,97.0
Stewpeters1132,https://x.com/Stewpeters1132?s=20,TWITTER,stewpeters.com,N,7.5,US,en,1708468515592667136,43.0
stopvaccinating,https://x.com/stopvaccinating?s=20,TWITTER,stopmandatoryvaccination.com,N,22.5,US,en,109398997,57496.0
davidjsorensen,https://x.com/davidjsorensen?s=20,TWITTER,stopworldcontrol.com,N,20.0,US,en,1283500466022875137,4627.0
Strange_Sounds,https://twitter.com/strange_sounds,TWITTER,strangesounds.org,N,25.0,US,en,504421694,11432.0
SCJournalOnline,https://x.com/SCJournalOnline?s=20,TWITTER,strategic-culture.su,N,12.5,US,en,1663963665660354562,1412.0
Streamdotorg,https://twitter.com/Streamdotorg,TWITTER,stream.org,N,27.5,US,en,2993959370,16379.0
PrisonPlanet,https://twitter.com/PrisonPlanet,TWITTER,summit.news,N,7.5,US,en,18643437,1383981.0
NewsSurvive,https://x.com/NewsSurvive?s=20,TWITTER,survivethenews.com,N,0.0,US,en,1329195462398603264,128.0
SvidokInfo,https://twitter.com/SvidokInfo,TWITTER,svidok.info,N,57.5,US,en,759821534684905472,58.0
tampafreepress,https://twitter.com/tampafreepress,TWITTER,tampafp.com,N,57.0,US,en,1137844959296593921,3642.0
Tasnimnews_EN,https://twitter.com/Tasnimnews_EN,TWITTER,tasnimnews.com,N,7.5,US,en,1699037857,41233.0
tassagency_en,https://twitter.com/tassagency_en,TWITTER,tass.com,N,15.0,US,en,1903712426,131693.0
StopTechnocracy,https://twitter.com/stoptechnocracy,TWITTER,technocracy.news,N,32.5,US,en,77918673,20563.0
thetechstartups,https://twitter.com/thetechstartups,TWITTER,techstartups.com,N,44.5,US,en,912743253828624384,814.0
TechTimes_News,https://twitter.com/TechTimes_News,TWITTER,techtimes.com,N,57.0,US,en,1923729505,12490.0
TehranTimes79,https://twitter.com/TehranTimes79,TWITTER,tehrantimes.com,N,7.5,US,en,779657810405654528,42883.0
DonaldCourter,https://twitter.com/DonaldCourter,TWITTER,the-revolution-report.com,N,25.0,US,en,2275471640,5463.0
TheAltDaily,https://twitter.com/thealtdaily,TWITTER,thealternativedaily.com,N,20.0,US,en,442934291,8786.0
american_mirror,https://twitter.com/American_Mirror,TWITTER,theamericanmirror.com,N,22.0,US,en,1461593994157199360,37.0
americanoreport,https://twitter.com/americanoreport,TWITTER,theamericanonews.com,N,57.0,US,en,1205501409971580928,3001.0
realMaryFanning,https://x.com/realMaryFanning?s=20,TWITTER,theamericanreport.org,N,7.5,US,en,532602984,7990.0
KevinJacksonTBS,https://www.twitter.com/KevinJacksonTBS,TWITTER,theblacksphere.net,N,44.5,US,en,17614200,62262.0
theblaze,https://www.twitter.com/TheBlaze,TWITTER,theblaze.com,N,49.5,US,en,10774652,959981.0
ColoradoHerald,https://twitter.com/ColoradoHerald,TWITTER,thecoloradoherald.com,N,7.5,US,en,1316512549932859392,220.0
TheMichiganStar,https://twitter.com/themichiganstar,TWITTER,theconnecticutstar.com,N,40.0,US,en,1029527676833419265,19.0
GeorgiaStarNews,https://twitter.com/GeorgiaStarNews,TWITTER,theconnecticutstar.com,N,40.0,US,en,1327390225664864256,946.0
TheStarNewsNet,https://twitter.com/TheStarNewsNet,TWITTER,theconnecticutstar.com,N,40.0,US,en,1412429980424830982,457.0
TheTNStar,https://twitter.com/thetnstar,TWITTER,theconnecticutstar.com,N,40.0,US,en,821095705724866560,5210.0
TheMinnesotaSun,https://twitter.com/TheMinnesotaSun,TWITTER,theconnecticutstar.com,N,40.0,US,en,1035750989607841793,200.0
TheOhioStar,https://twitter.com/TheOhioStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,1021138925773938689,1418.0
PADailyStar,https://twitter.com/PADailyStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,1453031999611064323,78.0
flcapitalstar,https://twitter.com/flcapitalstar,TWITTER,theconnecticutstar.com,N,40.0,US,en,1376613818835460098,90.0
WIDailyStar,https://twitter.com/WIDailyStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,1428066441572454402,63.0
ConnecticutStar,https://twitter.com/ConnecticutStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,1497004479169712129,8.0
TheVAStar,https://twitter.com/TheVAStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,1289317799181991937,883.0
TheLastRefuge2,https://twitter.com/TheLastRefuge2,TWITTER,theconservativetreehouse.com,N,20.0,US,en,594886554,242107.0
thedailybanter,https://twitter.com/thedailybanter,TWITTER,thedailybanter.com,N,59.5,US,en,18040475,5947.0
MyDCPatriot,https://x.com/MyDCPatriot?s=20,TWITTER,thedcpatriot.com,N,0.0,US,en,898759943393816576,46528.0
DesertReview,https://twitter.com/DesertReview,TWITTER,thedesertreview.com,N,27.5,US,en,229887759,1714.0
TheDuranReal,https://x.com/TheDuranReal?s=20,TWITTER,theduran.com,N,0.0,US,en,1671452427218763779,15697.0
EpochTimes,https://twitter.com/EpochTimes,TWITTER,theepochtimes.com,N,17.5,US,en,29097819,764675.0
FDRLST,https://twitter.com/FDRLST,TWITTER,thefederalist.com,N,12.5,US,en,1408003598,429144.0
TheFirstonTV,https://twitter.com/TheFirstonTV,TWITTER,thefirsttv.com,N,52.0,US,en,1182332284403376128,81492.0
joeimbriano777,https://twitter.com/joeimbriano777,TWITTER,thefullertoninformer.com,N,32.5,US,en,1872617761,2813.0
thegailygrind,https://twitter.com/thegailygrind,TWITTER,thegailygrind.com,N,57.5,US,en,1137638220,13742.0
gatewaypundit,https://twitter.com/gatewaypundit,TWITTER,thegatewaypundit.com,N,30.0,US,en,19211550,713948.0
TheGoldWaterUS,https://twitter.com/thegoldwaterUS,TWITTER,thegoldwater.com,N,20.0,US,en,774893842780696577,12964.0
thegoodgodabove,https://twitter.com/TheGoodGodAbove?lang=en,TWITTER,thegoodlordabove.com,N,29.5,US,en,368196789,480136.0
TheGrayzoneNews,https://twitter.com/TheGrayzoneNews,TWITTER,thegrayzone.com,N,17.5,US,en,4826563611,303546.0
GreggJarrett,https://twitter.com/GreggJarrett,TWITTER,thegreggjarrett.com,N,32.0,US,en,21536398,861786.0
Guardemocracy,https://twitter.com/Guardemocracy,TWITTER,theguardiansofdemocracy.com,N,50.0,US,en,830735349206904833,328.0
TheHayride,https://twitter.com/TheHayride,TWITTER,thehayride.com,N,22.5,US,en,19257539,5443.0
PeggyHall,https://twitter.com/PeggyHall,TWITTER,thehealthyamerican.org,N,22.5,US,en,17523437,6640.0
HighWireTalk,https://twitter.com/highwiretalk,TWITTER,thehighwire.com,N,22.5,US,en,851985789072408576,197358.0
ReadTheHornNews,https://twitter.com/readthehornnews,TWITTER,thehornnews.com,N,49.5,US,en,3905819426,2672.0
TLAVagabond,https://twitter.com/TLAVagabond,TWITTER,thelastamericanvagabond.com,N,17.5,US,en,1379418918,57385.0
LeadingReport,https://twitter.com/LeadingReport,TWITTER,theleadingreport.com,N,0.0,US,en,1528943647185678336,327743.0
thelibertyloft,https://twitter.com/thelibertyloft,TWITTER,thelibertyloft.com,N,17.5,US,en,1227773808033116161,1075.0
thelatribune,https://twitter.com/thelatribune,TWITTER,thelosangelestribune.com,N,52.0,US,en,1246619413987471360,53.0
UnleashMind,https://twitter.com/unleashmind,TWITTER,themindunleashed.com,N,57.0,US,en,286358221,13034.0
TheNatPulse,https://twitter.com/TheNatPulse,TWITTER,thenationalpulse.com,N,7.5,US,en,3066129832,76475.0
NevadaGlobe,https://twitter.com/NevadaGlobe,TWITTER,thenevadaglobe.com,N,57.0,US,en,1426204233079140355,1669.0
NewAmericanMag,https://twitter.com/NewAmericanMag,TWITTER,thenewamerican.com,N,47.0,US,en,86096628,16217.0
TheNorthStar,https://twitter.com/TheNorthStar,TWITTER,thenorthstar.com,N,49.5,US,en,798168879293956096,72179.0
DaisyLuther,https://twitter.com/DaisyLuther,TWITTER,theorganicprepper.com,N,20.0,US,en,872152117,2908.0
peoplesvoice_tv,https://x.com/peoplesvoice_tv?s=20,TWITTER,thepeoplesvoice.tv,N,0.0,US,en,2795035766,687.0
theraginpatriot,https://twitter.com/theraginpatriot,TWITTER,theragingpatriot.org,N,34.5,US,en,1258102233205481473,7608.0
TheRightScoop,https://twitter.com/TheRightScoop,TWITTER,therightscoop.com,N,34.5,US,en,212708176,15027.0
VineyardSaker,https://twitter.com/vineyardsaker?lang=en,TWITTER,thesaker.is,N,20.0,US,en,2745792751,2330.0
TheTentacle1,https://twitter.com/TheTentacle1,TWITTER,thetentacle.com,N,25.0,US,en,1198616515488169985,123.0
TTAVOfficial,https://twitter.com/TTAVOfficial,TWITTER,thetruthaboutvaccines.com,N,12.5,US,en,1177386633764790273,30390.0
usawirenews,https://twitter.com/usawirenews?lang=en,TWITTER,theusawire.com,N,50.0,US,en,1393629109314539525,453.0
TWPundit,https://www.twitter.com/twpundit,TWITTER,thewashingtonpundit.com,N,37.5,US,en,926729971858595841,34184.0
FPPTim,https://twitter.com/FPPTim,TWITTER,thewashingtonstandard.com,N,17.5,US,en,556019936,4056.0
thinkamericana,https://www.twitter.com/thinkamericana,TWITTER,thinkamericana.com,N,32.0,US,en,3490454713,10215.0
toddstarnes,https://twitter.com/toddstarnes,TWITTER,toddstarnes.com,N,49.5,US,en,15515169,230232.0
Trend_Politics,https://twitter.com/Trend_Politics,TWITTER,trendingpolitics.com,N,39.5,US,en,1202282198793117696,3213.0
TrialsiteN,https://twitter.com/TrialsiteN,TWITTER,trialsitenews.com,N,30.0,US,en,1002361483169226752,13042.0
trtworld,https://twitter.com/trtworld,TWITTER,trtworld.com,N,39.5,US,en,3091150576,582117.0
TruNews,https://www.twitter.com/trunews,TWITTER,trunews.com,N,20.0,US,en,129019194,63634.0
TnA1776,https://twitter.com/tna1776,TWITTER,truthandaction.org,N,7.5,US,en,1851981150,73.0
TruthForHealth,https://twitter.com/TruthForHealth,TWITTER,truthforhealth.org,N,20.0,US,en,1406695379958001665,2634.0
TuckerCarlson,https://twitter.com/TuckerCarlson,TWITTER,tuckercarlson.com,N,17.5,US,en,22703645,11669837.0
TwitchyTeam,https://www.twitter.com/twitchyteam,TWITTER,twitchy.com,N,52.0,US,en,469194846,237219.0
ukraina_ru,https://twitter.com/ukraina_ru,TWITTER,ukraina.ru,N,12.5,US,en,2561722728,26481.0
UncoverDC,https://twitter.com/UncoverDC,TWITTER,uncoverdc.com,N,27.5,US,en,1147253398670102529,93090.0
Unshackled_QE,https://x.com/Unshackled_QE?s=20,TWITTER,unshackledminds.com,N,0.0,US,en,1586163728655220736,18.0
UnzReview,https://twitter.com/UnzReview,TWITTER,unz.com,N,37.5,US,en,1931893196,12669.0
UpliftingToday,https://www.twitter.com/UpliftingToday,TWITTER,upliftingtoday.com,N,50.0,US,en,814858130978996224,37.0
UpNorthNewsWI,https://twitter.com/upnorthnewswi,TWITTER,upnorthnewswi.com,N,57.0,US,en,1204828671896379397,5097.0
USAWatchdog,https://twitter.com/usawatchdog,TWITTER,usawatchdog.com,N,25.0,US,en,62329139,37044.0
usnewson,https://twitter.com/usnewson,TWITTER,usnewson.com,N,44.5,US,en,335960595,23.0
UW_Inter,https://twitter.com/UW_Inter,TWITTER,uwidata.com,N,20.0,US,en,1330938379006042112,10002.0
vadogwoodnews,https://www.twitter.com/vadogwoodnews,TWITTER,vadogwood.com,N,57.0,US,en,1103351392285147136,7422.0
ValiantNewsLive,https://twitter.com/ValiantNewsLive,TWITTER,valiantnews.com,N,42.0,US,en,1490815280817258496,1650.0
joinvaxxter,https://twitter.com/joinvaxxter,TWITTER,vaxxter.com,N,35.0,US,en,4436681533,64.0
vdare,https://twitter.com/vdare,TWITTER,vdare.com,N,30.0,US,en,27522964,68653.0
VigilantNews,https://twitter.com/VigilantNews,TWITTER,vigilantnews.com,N,7.5,US,en,1685770941807149056,57039.0
Virginia_Works,https://twitter.com/Virginia_Works,TWITTER,virginiaworks.org,N,39.5,US,en,1207325984296493056,4.0
VisionTimesLife,https://twitter.com/VisionTimesLife,TWITTER,visiontimes.com,N,44.5,US,en,2571638600,317.0
TimesVision,https://twitter.com/TimesVision,TWITTER,visiontimes.com,N,44.5,US,en,3668805255,47.0
VisionTWorld,https://twitter.com/VisionTWorld,TWITTER,visiontimes.com,N,44.5,US,en,2579246143,361.0
V_of_Europe,https://twitter.com/V_of_Europe,TWITTER,voiceofeurope.com,N,15.0,US,en,4717892303,182337.0
VozWire,https://twitter.com/vozwire,TWITTER,vozwire.com,N,55.0,US,en,1092538332981219328,181.0
vtforeignpolicy,https://x.com/vtforeignpolicy?s=20,TWITTER,vtforeignpolicy.com,N,22.5,US,en,14575708,33976.0
WakingTimes,https://twitter.com/wakingtimes,TWITTER,wakingtimes.com,N,17.5,US,en,475119104,9743.0
DCEngager,https://twitter.com/DCEngager,TWITTER,washingtonengager.com,N,7.5,US,en,2451343801,2540.0
wattsupwiththat,https://twitter.com/wattsupwiththat,TWITTER,wattsupwiththat.com,N,22.5,US,en,71869296,41406.0
WayneDupreeShow,https://twitter.com/WayneDupreeShow,TWITTER,waynedupree.com,N,27.5,US,en,282695161,516878.0
tagDivOfficial,https://www.twitter.com/tagdivofficial,TWITTER,weboff.us,N,52.0,US,en,791278480935817217,3938.0
WEEKLYBLITZ,https://twitter.com/WEEKLYBLITZ?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TWITTER,weeklyblitz.net,N,12.5,US,en,75441707,960.0
wellbeingjourna,https://twitter.com/wellbeingjourna,TWITTER,wellbeingjournal.com,N,40.0,US,en,604632375,761.0
chicago_wire,https://twitter.com/chicago_wire,TWITTER,westcooknews.com,N,49.5,US,en,737749833281216512,532.0
WestonAPrice,https://twitter.com/WestonAPrice,TWITTER,westonaprice.org,N,30.0,US,en,52404889,38167.0
WetpaintTV,https://twitter.com/wetpainttv,TWITTER,wetpaintlife.com,N,39.5,US,en,187318645,68813.0
Whatfinger1,https://twitter.com/Whatfinger1,TWITTER,whatfinger.com,N,12.5,US,en,1574488279390601220,888.0
WhiteCoatWaste,https://twitter.com/whitecoatwaste,TWITTER,whitecoatwaste.org,N,57.0,US,en,248859211,22852.0
wikileaks,https://twitter.com/wikileaks/,TWITTER,wikileaks.org,N,44.5,US,en,16589206,5619613.0
eatLocalGrown,https://twitter.com/eatLocalGrown,TWITTER,wisemindhealthybody.com,N,0.0,US,en,401659534,29813.0
worldnetdaily,https://www.twitter.com/worldnetdaily,TWITTER,wnd.com,N,17.5,US,en,43969372,65983.0
NewsWndr,https://twitter.com/newswndr,TWITTER,worldnewsdailyreport.com,N,20.0,US,en,2275780065,75.0
WorldTribune,https://twitter.com/worldtribune?lang=en,TWITTER,worldtribune.com,N,20.0,US,en,42320186,1330.0
Worldtruthtvs,https://www.youtube.com/c/EddieWorldTruthTV/videos,TWITTER,worldtruth.tv,N,7.5,US,en,1879257745,17.0
WSWS_Updates,https://twitter.com/WSWS_Updates,TWITTER,wsws.org,N,7.5,US,en,117810351,48088.0
YikesToday,https://twitter.com/yikestoday,TWITTER,yikestoday.com,N,22.0,US,en,1491524880323465220,37.0
YourBlackWorld,https://twitter.com/yourblackworld,TWITTER,yourblackworld.net,N,39.5,US,en,85891421,30484.0
YourNewsMedia,https://twitter.com/YourNewsMedia,TWITTER,yournews.com,N,7.5,US,en,29733324,351.0
zerohedge,https://twitter.com/zerohedge,TWITTER,zerohedge.com,N,15.0,US,en,18856867,1799121.0
20minut_zh,https://x.com/20minut_zh?s=20,TWITTER,zt.20minut.ua,N,55.0,US,en,91552706,304.0
