"",Unnamed: 0,target_user_id,twitter_handle,fib_index,total_reshares,Source,Type,Domain,Rating,Score,Country,Language,followers
213,213,1406695379958001665,TruthForHealth,NaN,NaN,https://twitter.com/TruthForHealth,TWITTER,truthforhealth.org,N,20.0,US,en,2634.0
214,214,1408003598,FDRLST,69.0,21693.0,https://twitter.com/FDRLST,TWITTER,thefederalist.com,N,12.5,US,en,429144.0
216,216,1412429980424830982,TheStarNewsNet,NaN,NaN,https://twitter.com/TheStarNewsNet,TWITTER,theconnecticutstar.com,N,40.0,US,en,457.0
217,217,1412773335738449924,puppyydreamm,55.0,29977.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218,218,1413542899103408135,ThaiLeiMiWulei,32.0,2469.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
219,219,141422795,100PercFEDUP,NaN,NaN,https://twitter.com/100percFEDUP,TWITTER,100percentfedup.com,N,0.0,US,en,16964.0
220,220,1415684804339589120,ForLiuYu_TH,31.0,2870.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221,221,1419657850163535877,betterworld_24,20.0,11368.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223,223,1422358469034844162,JanetTX_Blessed,22.0,3485.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
224,224,1422887886010019845,jamong1323,109.0,89436.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225,225,1426204233079140355,NevadaGlobe,NaN,NaN,https://twitter.com/NevadaGlobe,TWITTER,thenevadaglobe.com,N,57.0,US,en,1669.0
226,226,1428066441572454402,WIDailyStar,NaN,NaN,https://twitter.com/WIDailyStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,63.0
227,227,1428076295007703043,TheRealFrankSp1,NaN,NaN,https://twitter.com/TheRealFrankSp1,TWITTER,frankspeech.com,N,15.0,US,en,4989.0
228,228,1430605174674964480,JDunlap1974,68.0,19288.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,229,1430772400258441229,Mos_Translators,31.0,2230.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,231,1431774993419956224,jhmdrei,59.0,54651.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232,232,1432459957186666496,TheCounterSgnl,21.0,1956.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,234,1435324162868928518,PrPatriotUS,45.0,28253.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
235,235,1439183612616720388,tobimono2,22.0,2238.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236,236,1439846902493638657,patreasure_,39.0,8314.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237,237,1440473945459740676,rightwingalert,NaN,NaN,https://twitter.com/rightwingalert,TWITTER,rightwingtribune.com,N,40.0,US,en,29.0
238,238,1443033661545205760,BrentHane,40.0,3775.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239,239,144367359,NowTheEndBegins,NaN,NaN,https://twitter.com/nowtheendbegins,TWITTER,nowtheendbegins.com,N,10.0,US,en,40858.0
240,240,1445790373381480455,WatchSalemNews,NaN,NaN,https://twitter.com/WatchSalemNews,TWITTER,salemnewschannel.com,N,15.0,US,en,4580.0
241,241,144580542,Thomas_Binder,30.0,3660.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,242,1446231057259433988,DrLoupis,33.0,133088.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,243,1446465174,akafacehots,60.0,19408.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
244,244,1446575772374687745,AZFreeNews,NaN,NaN,https://twitter.com/AZFreeNews,TWITTER,azfreenews.com,N,44.5,US,en,1281.0
245,245,1446932149148344320,ClownWorld_,21.0,6622.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246,246,1448190684582879234,CzeKuku2,22.0,2012.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247,247,1452046678383632385,Kc_Casey1,36.0,4928.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
248,248,1453031999611064323,PADailyStar,NaN,NaN,https://twitter.com/PADailyStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,78.0
249,249,1453047454677491718,AGHuff,29.0,9987.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,250,1453452122855510022,EricArchambaul7,20.0,2481.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
251,251,1453711758498144263,VacSafety,25.0,2463.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252,252,1455464988403920900,Bigbird32392741,37.0,5384.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253,253,1457549345784360971,PeatwasuOfc,30.0,4580.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
254,254,14575708,vtforeignpolicy,NaN,NaN,https://x.com/vtforeignpolicy?s=20,TWITTER,vtforeignpolicy.com,N,22.5,US,en,33976.0
255,255,1457796469029842950,matjendav4,39.0,10825.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
256,256,1461593994157199360,american_mirror,NaN,NaN,https://twitter.com/American_Mirror,TWITTER,theamericanmirror.com,N,22.0,US,en,37.0
257,257,146208663,freenbeckynews,42.0,6053.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
258,258,1463201102443134976,danghwang1122,20.0,3049.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259,259,1463277982236114944,PaPaPa80755851,24.0,2781.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
260,260,1463323379537117187,rushlimbaugh,NaN,NaN,https://twitter.com/rushlimbaugh,TWITTER,rushlimbaugh.com,N,12.5,US,en,40.0
262,262,1465347964252180493,P_McCulloughMD,138.0,119704.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
263,263,14668648,NaturalSolution,NaN,NaN,https://twitter.com/naturalsolution,TWITTER,naturalsolutionsmag.com,N,37.5,US,en,6580.0
264,264,1466939135357337605,angie_anson,76.0,15417.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
265,265,1467482107,MDiplomacyWORLD,NaN,NaN,https://twitter.com/MDiplomacyWORLD,TWITTER,moderndiplomacy.eu,N,12.5,US,en,10792.0
266,266,1472112627853983746,blueskybaiyun2,42.0,7172.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
267,267,1473889073077141510,NewsLiveFree,NaN,NaN,https://twitter.com/NewsLiveFree/,TWITTER,newslive.com,N,44.5,US,en,32.0
268,268,1476149306549837831,sophiadahl1,23.0,5505.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
269,269,1477071867219304449,45LVNancy,33.0,8751.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
270,270,147821538,Leafly,NaN,NaN,https://twitter.com/Leafly,TWITTER,leafly.com,N,55.0,US,en,192795.0
271,271,1478792963090169860,healthbyjames,67.0,196248.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
272,272,1479176031248465929,SerkanK16508934,31.0,5004.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
273,273,147964447,interfax_news,NaN,NaN,https://twitter.com/interfax_news,TWITTER,interfax.com,N,47.0,US,en,575279.0
274,274,1480481415058042880,CHERRYYT1026,22.0,2568.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
275,275,1482348076895711232,NineteamsUpdate,40.0,5901.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
277,277,1483767977807859720,YEJI_CNFU,32.0,2806.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
278,278,1484546520099737604,Robertonuzzoam,60.0,14267.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
279,279,14866985,jubals,NaN,NaN,https://twitter.com/jubals,TWITTER,powderedwigsociety.com,N,0.0,US,en,404.0
280,280,1486967118918983680,Denman13897929,27.0,17418.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
281,281,1488585899537584128,CartlandDavid,54.0,21562.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
282,282,1488945164597014541,TastyMorsel6,21.0,1871.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
283,283,1489396994372157449,USAPat4DJT,34.0,2514.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
284,284,1490815280817258496,ValiantNewsLive,NaN,NaN,https://twitter.com/ValiantNewsLive,TWITTER,valiantnews.com,N,42.0,US,en,1650.0
285,285,1491283294599921667,FortftsOfficial,30.0,3803.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
286,286,1491524880323465220,YikesToday,NaN,NaN,https://twitter.com/yikestoday,TWITTER,yikestoday.com,N,22.0,US,en,37.0
287,287,1491820220,REALfarmacy,NaN,NaN,https://twitter.com/realfarmacy,TWITTER,realfarmacy.com,N,12.5,US,en,2482.0
288,288,1492222106989469700,Skeptical_Mike,28.0,5142.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
289,289,1492670054541844482,KariLakeWarRoom,54.0,55089.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
290,290,1493258359734435840,guozhanshi,27.0,4705.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
291,291,1494531504700997633,Fisherlady111,91.0,55646.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
292,292,1495192440315121665,Snap1967Ginger,20.0,4566.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
293,293,1497004479169712129,ConnecticutStar,NaN,NaN,https://twitter.com/ConnecticutStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,8.0
294,294,1499260140163571715,SpacePirate144,26.0,3375.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
295,295,1500777412598149123,SinedWarrior,20.0,6180.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
296,296,1501492520718532618,GTV26543476,62.0,8091.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
298,298,1504937744627384330,RikardRene,23.0,3084.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
299,299,1508025502124359684,N0000024,24.0,3742.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300,300,1508503638758592515,udreams30,104.0,23357.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
301,301,1509271122109419522,doubleDutchquak,22.0,1344.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
302,302,1511210025955561479,LadyConstance8,85.0,18417.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
303,303,15115280,PalmerReport,NaN,NaN,https://twitter.com/PalmerReport,TWITTER,palmerreport.com,N,44.5,US,en,527937.0
304,304,1511744969983377410,Ms_Betty_Bop,46.0,4098.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305,305,1511985009015631873,terra_cremada,43.0,19563.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306,306,1517655068232802306,RevolverNewsUSA,20.0,1114.0,https://twitter.com/RevolverNewsUSA,TWITTER,revolver.news,N,7.5,US,en,49537.0
307,307,1518709627927633920,PeteHegseth,29.0,30515.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308,308,1518719815640395777,AntonioSabatoJr,41.0,45080.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
309,309,1518777787213041665,patriot_hammer,38.0,5369.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
310,310,1518824903637671936,deSunShineBand,37.0,5311.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
311,311,1519009150042206208,redvoicenews,27.0,5459.0,https://twitter.com/redvoicenews,TWITTER,redvoicemedia.com,N,32.5,US,en,48176.0
312,312,1519091865441603584,thekevindeucey,24.0,2480.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
313,313,1519149591052046336,DieHard45RG,65.0,8061.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
314,314,1519151532284989440,TonyIannitelli,52.0,6638.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
316,316,1519305434326257670,WarRoom_FanPage,20.0,2911.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
317,317,1519363996050018304,MtnMama406,49.0,9141.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
319,319,1519422215409831937,MichaelJaco9,27.0,2137.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
320,320,1519441950335774722,RayJPolitics1,41.0,7142.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
321,321,1519736925837479937,ricwe123,20.0,13360.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
322,322,1520130560231981057,Plandemic3Movie,NaN,NaN,https://x.com/Plandemic3Movie?s=20,TWITTER,plandemicseries.com,N,35.0,US,en,188229.0
323,323,1520465227183276034,patriotmary4,41.0,3764.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
324,324,15207668,HouseGOP,33.0,5235.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
325,325,1520905510093996032,YankeeCowboy24,50.0,9302.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
326,326,15212187,bennyjohnson,50.0,78796.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
327,327,1522886895226658816,tateflixtv,45.0,5391.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
329,329,1527027191552294915,BillEllmore,33.0,23646.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
330,330,1527223403920232448,GigaBeers,20.0,2381.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
331,331,152747558,medicaldaily,NaN,NaN,https://twitter.com/medicaldaily,TWITTER,medicaldaily.com,N,44.5,US,en,18041.0
332,332,1528103612789817344,NickyK1776,30.0,5631.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
333,333,1528943647185678336,LeadingReport,NaN,NaN,https://twitter.com/LeadingReport,TWITTER,theleadingreport.com,N,0.0,US,en,327743.0
334,334,1529411290640302081,ScitechUniverse,NaN,NaN,https://www.twitter.com/SciTechUniverse,TWITTER,sci-techuniverse.com,N,52.0,US,en,0.0
335,335,1533422197590695936,nlmedia11,21.0,9192.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
336,336,153517357,aaronjmate,23.0,6106.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
337,337,1536991869334585349,guimei2929,29.0,3761.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
338,338,1537219381649977344,DailyNoahNews,40.0,7629.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
340,340,15392486,disclosetv,44.0,45250.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
341,341,1539579530381254656,AnnAmericaFirst,37.0,6214.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
342,342,1540333136676274178,OnmyojiWiki_EN,20.0,1149.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343,343,1541155265898315779,Wondercri1982,25.0,2580.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344,344,15416505,GovMikeHuckabee,NaN,NaN,https://www.twitter.com/GovMikeHuckabee,TWITTER,mikehuckabee.com,N,44.5,US,en,1916426.0
345,345,1542669006645080064,TheDAGWOOD13,25.0,14878.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
346,346,15450660,Greg_Palast,NaN,NaN,https://twitter.com/Greg_Palast,TWITTER,gregpalast.com,N,49.5,US,en,81406.0
347,347,1545083560788340736,moshuixiang,30.0,2607.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
348,348,154532994,ActivistPost,NaN,NaN,https://www.twitter.com/ActivistPost,TWITTER,activistpost.com,N,12.5,US,en,41300.0
349,349,1545523991217147907,helen44767171,97.0,22800.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
350,350,15455253,nedryun,28.0,5988.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
351,351,1545824442986762242,DaAcervo,57.0,40920.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
352,352,1546709213476335616,MGKoreaHA,35.0,2962.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
353,353,1547060724370792448,NFSC_HAGnews,219.0,117812.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
354,354,1547316068158513152,kung_fu_jedi,22.0,3611.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
355,355,1548065460121321474,PopsBackAgain,39.0,5132.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
356,356,1548363064805732352,lp_mitchell2,24.0,2738.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
357,357,15503210,Antiwarcom,NaN,NaN,https://twitter.com/Antiwarcom?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,TWITTER,antiwar.com,N,49.5,US,en,81742.0
359,359,15515169,toddstarnes,NaN,NaN,https://twitter.com/toddstarnes,TWITTER,toddstarnes.com,N,49.5,US,en,230232.0
360,360,1551523351843192834,DameScorpio,50.0,8630.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
361,361,1551736994442760192,PatPetterson2,37.0,5273.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
362,362,1551842418927869952,AllBiteNoBark88,38.0,21896.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
363,363,1552407495255199745,Xx17965797N,75.0,49487.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
364,364,1553876653406814211,Rammie24,52.0,7253.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
365,365,1556352408405557250,pamhuntersmom,25.0,1660.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
366,366,1562904581478445057,jathorpmfm,20.0,1403.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
367,367,15645871,DrEddyClinic,NaN,NaN,https://twitter.com/dreddyclinic,TWITTER,dreddymd.com,N,7.5,US,en,244086.0
368,368,1564976739427786753,fengyunshe,145.0,36364.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
369,369,1565507057549459457,nho82897178,94.0,22813.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
370,370,15669672,PamelaGeller,46.0,10904.0,https://twitter.com/pamelageller,TWITTER,gellerreport.com,N,10.0,US,en,181477.0
371,371,1571753929104556036,MapleSyrupTart,22.0,3388.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
372,372,1572370938875854848,KyleSeraphin,25.0,1927.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
373,373,1572419816107167746,BossNoeul_TH,21.0,2275.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
374,374,1574488279390601220,Whatfinger1,NaN,NaN,https://twitter.com/Whatfinger1,TWITTER,whatfinger.com,N,12.5,US,en,888.0
375,375,1574564787555803136,OxfordSevenStar,20.0,9322.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
377,377,15759387,RadioPatriot,NaN,NaN,https://twitter.com/RadioPatriot,TWITTER,radiopatriot.net,N,30.0,US,en,3808.0
378,378,1577761560394665984,DiedSuddenly_,51.0,86407.0,https://twitter.com/DiedSuddenly_,TWITTER,diedsuddenly.info,N,22.5,US,en,667398.0
379,379,1579976278999973889,Revwwthompson,53.0,6475.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
380,380,1580367881442926592,_SmokeyGirl25,41.0,4315.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
381,381,1582939922259812352,respect_stories,NaN,NaN,https://x.com/respect_stories?s=20,TWITTER,respectidaho.com,N,52.0,US,en,9.0
382,382,1585283153475866625,HarperLee6557,26.0,2845.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
383,383,1585618712345935876,GA_Record,NaN,NaN,https://twitter.com/GA_Record,TWITTER,georgiarecord.com,N,20.0,US,en,933.0
384,384,1585788006576918528,RosannaM1970,76.0,13833.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
386,386,1585877359038808064,Teagan1776,33.0,3184.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
388,388,1586000702660235264,JewelsJonesLive,37.0,3967.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
389,389,1586009848587640834,reBurningBright,22.0,1123.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
390,390,1586163728655220736,Unshackled_QE,NaN,NaN,https://x.com/Unshackled_QE?s=20,TWITTER,unshackledminds.com,N,0.0,US,en,18.0
391,391,1586560515916156929,realouMAGAgirl,122.0,34815.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
392,392,1586890416506347522,GeoengineeringW,NaN,NaN,https://twitter.com/GeoengineeringW,TWITTER,geoengineeringwatch.org,N,30.0,US,en,940.0
393,393,1586968339666145282,NancyMar2022,38.0,3081.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
394,394,1587522565739843585,DevilD0g_,52.0,6167.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
396,396,1588186485278187520,FreeThankElon,21.0,928.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
397,397,1588609928154972167,PeriklesGREAT,27.0,1344.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
398,398,1589106171897679873,miguelifornia,21.0,1439.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
399,399,1589443233444089856,demcommies,NaN,NaN,https://twitter.com/demcommies,TWITTER,pacificpundit.com,N,0.0,US,en,6587.0
400,400,1592188700787707906,FrontlineNewsUS,NaN,NaN,https://twitter.com/FrontlineNewsUS,TWITTER,frontline.news,N,12.5,US,en,2135.0
401,401,1592706096027893761,TerrenceBeBack,26.0,5422.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402,402,1593771884528680960,anguishoflibs,39.0,2781.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
403,403,1594462253201473536,patel_patriot,22.0,1724.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,404,1594872345901998080,MosWriting,54.0,21629.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
406,406,1596469960708165632,NeonNettle,NaN,NaN,https://twitter.com/NeonNettle,TWITTER,neonnettle.com,N,52.0,US,en,7.0
407,407,1597949369231237126,NFSCSpeak,27.0,1921.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
408,408,1598290284764618753,moranyibo_,20.0,1473.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
410,410,1604581002655027200,DiscoverTRW,66.0,9321.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
411,411,160596522,ChiDefender,NaN,NaN,https://twitter.com/chidefender,TWITTER,chicagodefender.com,N,57.5,US,en,8688.0
413,413,1606691230196400129,RedState66,24.0,2271.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
414,414,16076032,ggreenwald,79.0,53597.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
415,415,1608576778372521984,greenmedinfo,NaN,NaN,https://twitter.com/greenmedinfo,TWITTER,greenmedinfo.com,N,30.0,US,en,273.0
416,416,16106584,stillgray,63.0,33154.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
417,417,1621170427908308992,bamajayt,23.0,4856.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
418,418,1635015762648678400,davidcd0418,33.0,2499.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
419,419,1639485735932764161,FirstQAnon,NaN,NaN,https://x.com/FirstQAnon?s=20,TWITTER,qanon.pub,N,17.5,US,en,2677.0
420,420,1640687231013625859,ReviewOrie45124,NaN,NaN,https://twitter.com/ReviewOrie45124,TWITTER,orientalreview.org,N,12.5,US,en,27.0
421,421,1647749834646999040,creatdestmed,NaN,NaN,https://twitter.com/creatdestmed,TWITTER,creativedestructionmedia.com,N,20.0,US,en,364.0
422,422,16589206,wikileaks,NaN,NaN,https://twitter.com/wikileaks/,TWITTER,wikileaks.org,N,44.5,US,en,5619613.0
423,423,166134301,CurtisHebert,169.0,56793.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
424,424,1663885502540398595,realJoeHoft,NaN,NaN,https://twitter.com/realJoeHoft,TWITTER,joehoft.com,N,10.0,US,en,1553.0
425,425,1663963665660354562,SCJournalOnline,NaN,NaN,https://x.com/SCJournalOnline?s=20,TWITTER,strategic-culture.su,N,12.5,US,en,1412.0
426,426,1671452427218763779,TheDuranReal,NaN,NaN,https://x.com/TheDuranReal?s=20,TWITTER,theduran.com,N,0.0,US,en,15697.0
427,427,1678273014,dgaytandzhieva,NaN,NaN,https://twitter.com/dgaytandzhieva,TWITTER,dilyana.bg,N,17.5,US,en,59864.0
428,428,1684841268956868609,GeopolitikaEN,NaN,NaN,https://twitter.com/GeopolitikaEN,TWITTER,geopolitika.ru,N,20.0,US,en,809.0
429,429,168541923,ACTforAmerica,43.0,13458.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
430,430,1685770941807149056,VigilantNews,NaN,NaN,https://twitter.com/VigilantNews,TWITTER,vigilantnews.com,N,7.5,US,en,57039.0
431,431,16936686,21WIRE,28.0,3675.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
432,432,1699037857,Tasnimnews_EN,NaN,NaN,https://twitter.com/Tasnimnews_EN,TWITTER,tasnimnews.com,N,7.5,US,en,41233.0
433,433,1703063382,80syaku,36.0,7686.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
434,434,1708468515592667136,Stewpeters1132,NaN,NaN,https://x.com/Stewpeters1132?s=20,TWITTER,stewpeters.com,N,7.5,US,en,43.0
435,435,1710833660260405248,AddInfoOrg,NaN,NaN,https://twitter.com/AddInfoOrg,TWITTER,addictinginfo.com,N,29.5,US,en,0.0
436,436,17349381,frfrankpavone,76.0,28502.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
437,437,17454769,glennbeck,NaN,NaN,https://twitter.com/glennbeck,TWITTER,glennbeck.com,N,44.5,US,en,1814725.0
438,438,17523437,PeggyHall,NaN,NaN,https://twitter.com/PeggyHall,TWITTER,thehealthyamerican.org,N,22.5,US,en,6640.0
439,439,17614200,KevinJacksonTBS,NaN,NaN,https://www.twitter.com/KevinJacksonTBS,TWITTER,theblacksphere.net,N,44.5,US,en,62262.0
440,440,177564016,SteveDeaceShow,22.0,1356.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
441,441,17824071,ANTHONYBLOGAN,NaN,NaN,https://www.twitter.com/anthonyblogan,TWITTER,anthonyblogan.com,N,57.0,US,en,62711.0
442,442,17828368,aciprensa,NaN,NaN,https://twitter.com/aciprensa,TWITTER,aciprensa.com,N,57.0,US,en,444711.0
443,443,17850268,HeartlandInst,NaN,NaN,https://twitter.com/heartlandinst,TWITTER,heartland.org,N,30.0,US,en,16611.0
444,444,18001922,LiveAction,NaN,NaN,https://twitter.com/liveaction,TWITTER,liveaction.org,N,30.0,US,en,179220.0
445,445,18005085,MZHemingway,129.0,63326.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
