,target_user_id,twitter_handle,fib_index,total_reshares,Source,Type,Domain,Rating,Score,Country,Language,followers
0,1000607182889496577,CzebotarJessie,23.0,1459.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67056.0
1,1001154543168753665,TiwannaRN42,15.0,711.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8160.0
2,1002361483169226752,TrialsiteN,NaN,NaN,https://twitter.com/TrialsiteN,TWITTER,trialsitenews.com,N,30.0,US,en,13042.0
3,1006268732560289792,CaliforniaGlobe,NaN,NaN,https://twitter.com/californiaglobe,TWITTER,californiaglobe.com,N,35.0,US,en,38604.0
4,100731315,ActualidadRT,NaN,NaN,https://twitter.com/ActualidadRT,TWITTER,actualidad.rt.com,N,0.0,US,en,3515994.0
5,1007374418358800384,RealBruceClark,11.0,414.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7722.0
6,1008376462506971136,FL_Daily,NaN,NaN,https://twitter.com/fl_daily,TWITTER,floridadaily.com,N,44.5,US,en,1101.0
7,1009560837734846464,LivePDDave1,11.0,468.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80390.0
8,1012343293085011972,FcSunnee,12.0,570.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9111.0
9,101395336,homenaturalcure,NaN,NaN,https://twitter.com/homenaturalcure,TWITTER,homenaturalcures.com,N,35.0,US,en,1251.0
10,1014667477,VanEmmerickKris,15.0,1143.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11010.0
11,1015683182060945408,enfree1993,12.0,440.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17246.0
12,1018425398869282817,Electroversenet,NaN,NaN,https://twitter.com/Electroversenet,TWITTER,electroverse.co,N,25.0,US,en,28381.0
13,101852818,Eric_Schmitt,12.0,743.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125241.0
14,1018582177381081095,RealScottRitter,17.0,3257.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,290990.0
15,1019946132368216064,IA_Journal_,NaN,NaN,https://twitter.com/IA_Journal_,TWITTER,en.interaffairs.ru,N,32.5,US,en,950.0
16,1021138925773938689,TheOhioStar,NaN,NaN,https://twitter.com/TheOhioStar,TWITTER,theconnecticutstar.com,N,40.0,US,en,1418.0
17,1021461090671030272,SaltyCracker9,62.0,8582.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,186542.0
18,1021549421610377217,ConsPolToday,NaN,NaN,https://twitter.com/conspoltoday,TWITTER,conservativepolitics2day.com,N,50.0,US,en,6153.0
19,1021840166380421120,saisaisaiiz,14.0,986.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4614.0
